
Full Link Report

Report Save Time: 2024-10-04 09:00:31   |   End Date: 2024-10-04 00:00:00

Link Name,Site A Name,Site A Location,Site A IP,Site A Physical Port,Site Z Name,Site Z Location,Site Z IP,Site Z Physical Port,Link Configuration,Site A Radio,Site Z Radio,Site A Tx Freq [MHz],Site Z Tx Freq [MHz],Site A Tx Freq Min [MHz],Site Z Tx Freq Min [MHz],Site A Tx Freq Max [MHz],Site Z Tx Freq Max [MHz],ATPC,Site A Radio Link ID,Site Z Radio Link ID,Site A Max Power (Preset) [dBm],Site Z Max Power (Preset) [dBm],Site A Tx Power (Current) [dBm],Site Z Tx Power (Current) [dBm],Site A Rx Level (Current) [dBm],Site Z Rx Level (Current) [dBm],Site A Max Tx Power (Last 24 h) [dBm],Site Z Max Tx Power (Last 24 h) [dBm],Site A Min Tx Power (Last 24 h) [dBm],Site Z Min Tx Power (Last 24 h) [dBm],Site A Max Rx Level (Last 24 h) [dBm],Site Z Max Rx Level (Last 24 h) [dBm],Site A Min Rx Level (Last 24 h) [dBm],Site Z Min Rx Level (Last 24 h) [dBm],Site A Radio Script,Site Z Radio Script,MRMC Script Operational Mode,MRMC Script Profile,MRMC Script Maximum Profile,MRMC Script Minimum Profile,Site A MRMC Threshold 1,Site Z MRMC Threshold 1,Site A MRMC Threshold 2,Site Z MRMC Threshold 2,Site A Above MRMC Threshold 1 (Last 24 h) [sec],Site Z Above MRMC Threshold 1 (Last 24 h) [sec],Site A Below MRMC Threshold 1 (Last 24 h) [sec],Site Z Below MRMC Threshold 1 (Last 24 h) [sec],Site A Below MRMC Threshold 2 (Last 24 h) [sec],Site Z Below MRMC Threshold 2 (Last 24 h) [sec],Site A Radio Script Max Capacity [Mb/s],Site Z Radio Script Max Capacity [Mb/s],Site A Max HW Radio Capacity [Mb/s],Site Z Max HW Radio Capacity [Mb/s],Total Link Supported Capacity [Mb/s],Site A Max Ethernet Capacity [Mb/s],Site Z Max Ethernet Capacity [Mb/s],Site A Peak Capacity (Last 24 h) [Mb/s],Site Z Peak Capacity (Last 24 h) [Mb/s],Site A Avg Capacity (Last 24 h) [Mb/s],Site Z Avg Capacity (Last 24 h) [Mb/s],Site A Capacity Exceeded (Last 24 h) [sec],Site Z Capacity Exceeded (Last 24 h) [sec],Site A Peak Throughput (Last 24 h) [Mb/s],Site Z Peak Throughput (Last 24 h) [Mb/s],Site A Avg Throughput (Last 24 h) [Mb/s],Site Z Avg Throughput (Last 24 h) [Mb/s],Site A Min Throughput (Last 24 h) [Mb/s],Site Z Min Throughput (Last 24 h) [Mb/s],Site A Throughput Exceeded (Last 24 h) [sec],Site Z Throughput Exceeded (Last 24 h) [sec],Site A Peak Utilization (Last 24 h) [%],Site Z Peak Utilization (Last 24 h) [%],Site A Avg Utilization (Last 24 h) [%],Site Z Avg Utilization (Last 24 h) [%],Site A Utilization Threshold 1,Site Z Utilization Threshold 1,Site A Utilization Threshold 2,Site Z Utilization Threshold 2,Site A Utilization Threshold 3,Site Z Utilization Threshold 3,Site A Exceeding Utilization Threshold 1 (Last 24 h) [sec],Site Z Exceeding Utilization Threshold 1 (Last 24 h) [sec],Site A Exceeding Utilization Threshold 2 (Last 24 h) [sec],Site Z Exceeding Utilization Threshold 2 (Last 24 h) [sec],Site A Exceeding Utilization Threshold 3 (Last 24 h) [sec],Site Z Exceeding Utilization Threshold 3 (Last 24 h) [sec],Site A Below Utilization Threshold 3 (Last 24 h) [sec],Site Z Below Utilization Threshold 3 (Last 24 h) [sec],Site A Max E1/T1,Site Z Max E1/T1,Site A Active E1/T1,Site Z Active E1/T1,Site A E1/T1 Utilization [%],Site Z E1/T1 Utilization [%],Site A Frame Error Rate (Last 24 h) [%],Site Z Frame Error Rate (Last 24 h) [%]
"INKA201099_KBAN_I_C_I2C_1 - IDKA103628_KBAN_I_C_I2C_1","INKA201099_KBAN_I_C_I2C_1","N/A","2402:8100:4000:0:0:f:1f00:3e3","Slot 2 / Port 1","IDKA103628_KBAN_I_C_I2C_1","N/A","2402:8100:4000:0:0:f:1f00:3e2","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","15159","14739","15117","14697","15341","14921","Disable","1","1","18","18","8","8","-34","-33","8","8","8","8","-31","-32","-35","-36","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86399","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","51","221","4","39","79596","81458","50","218","4","38","0","0","78611","81200","10","45","0","7","100","100","0","0","0","0","0","0","53040","77273","0","0","33359","9126","135","135","0","0","0","0","0","0"
"INKA200957_KBAN_I_C_I2C1 - INKA003950_KBAN_I_C_I2C1","INKA200957_KBAN_I_C_I2C1","INKA200957","2402:8100:4000:0:0:f:1f00:d23","Slot 2 / Port 1","INKA003950_KBAN_I_C_I2C1","INKA003950","2402:8100:4000:0:0:f:1f00:d22","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","15327","14907","15117","14697","15341","14921","Disable","1","1","18","18","9","9","-33","-33","9","9","9","9","-33","-33","-41","-41","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86399","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","86399","86399","135","135","0","0","0","0","0","0"
"IDKL100427_MLYA_I_C_I2C1 - INKL013593_MLYA_I_C_I2C1","IDKL100427_MLYA_I_C_I2C1","IDKL100427","2402:8100:4000:0:0:1:1f40:2211","Slot 2 / Port 1","INKL013593_MLYA_I_C_I2C1","INKL013593","2402:8100:4000:0:0:1:1f40:2210","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14515","14935","14501","14921","14725","15145","Disable","1","1","18","18","15","15","-31","-33","15","15","15","15","-30","-32","-32","-33","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86399","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","50","259","5","63","0","0","49","255","4","62","0","0","0","0","10","52","0","12","100","0","0","0","0","0","0","0","59045","83769","0","0","27354","2630","135","135","0","0","0","0","0","0"
"INKA005390_KBAN_I_C_I2C2 - INKA002284_KBAN_I_C_I2C1","INKA005390_KBAN_I_C_I2C2","INKA005390","2402:8100:4000:0:0:f:1f00:26ca","Slot 2 / Port 1","INKA002284_KBAN_I_C_I2C1","INKA002284","2402:8100:4000:0:0:f:1f00:26c9","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14767","15187","14697","15117","14921","15341","Disable","1","1","18","18","16","16","-35","-34","16","16","16","16","-34","-33","-41","-39","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86399","86400","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","249","46","37","3","0","0","245","45","37","3","0","0","0","0","50","9","6","0","0","0","0","0","0","0","0","0","79261","45320","0","0","7138","41080","135","135","0","0","0","0","0","0"
"INKA006070_KBAN_I_C_I2C1 - INKA002266_KBAN_I_C_I2C2","INKA006070_KBAN_I_C_I2C1","INKA006070","2402:8100:4000:0:0:f:1f00:7a5","Slot 2 / Port 1","INKA002266_KBAN_I_C_I2C2","INKA002266","2402:8100:4000:0:0:f:1f00:7a4","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","15159","14739","15117","14697","15341","14921","Disable","1","1","18","18","18","18","-34","-34","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","0","0","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","0","0","0","0","0","N/A","N/A","0","0","0","0","0","0","135","135","0","0","0","0","N/A","N/A"
"INKA003555_KBAN_I_C_I2C1 - INKA009180_KBAN_I_C_I2C2","INKA003555_KBAN_I_C_I2C1","INKA003555","2402:8100:4000:0:0:f:1f00:2666","Slot 2 / Port 2","INKA009180_KBAN_I_C_I2C2","INKA009180","2402:8100:4000:0:0:f:1f00:2664","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14739","15159","14697","15117","14921","15341","Disable","1","1","18","18","10","10","-38","-40","10","10","10","10","-33","-34","-44","-45","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86400","86400","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","34","194","1","22","0","0","33","191","1","22","0","0","0","0","7","39","0","4","0","0","0","0","0","0","0","0","8280","75974","0","0","78120","10426","135","135","0","0","0","0","0","0"
"INKL094214_TRSR_I_C_I2C1 - INKL047718_TRSR_I_C_I2C2","INKL094214_TRSR_I_C_I2C1","INKL094214","2402:8100:4000:0:0:1:1f40:1d43","Slot 2 / Port 2","INKL047718_TRSR_I_C_I2C2","INKL047718","2402:8100:4000:0:0:1:1f40:1d42","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","15327","14907","15117","14697","15341","14921","Disable","1","1","18","18","15","15","-32","-31","15","15","15","15","-31","-30","-33","-32","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86399","86400","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","54","252","7","72","0","0","52","247","7","71","0","0","0","0","10","51","0","14","0","0","0","0","0","0","0","0","65360","81336","0","0","21039","5064","135","135","0","0","0","0","0","0"
"IDKL106401_MLPM_I_C_I2C1 - IDKL107049_MLPM_I_C_I2C1","IDKL106401_MLPM_I_C_I2C1","IDKL106401","2402:8100:4000:0:0:1:1f40:4d1","Slot 2 / Port 2","IDKL107049_MLPM_I_C_I2C1","IDKL107049","2402:8100:4000:0:0:1:1f40:4d0","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14879","15299","14711","15131","14907","15327","Disable","1","1","18","18","7","7","-29","-30","7","7","7","7","-29","-29","-30","-30","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86400","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","71","306","11","96","0","0","68","302","10","93","0","0","0","0","14","62","1","18","100","100","0","0","0","0","0","0","72690","85593","0","0","13710","806","135","135","0","0","0","0","0","0"
"INKL300209_VARA_I_C_I2C1 - IDKL106959_VARA_I_C_I2C2","INKL300209_VARA_I_C_I2C1","INKL300209","2402:8100:4000:0:0:1:1f40:1307","Slot 2 / Port 1","IDKL106959_VARA_I_C_I2C2","IDKL106959","2402:8100:4000:0:0:1:1f40:1306","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14515","14935","14501","14921","14725","15145","Disable","1","1","18","18","5","5","-31","-31","5","5","5","5","-30","-31","-33","-34","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86399","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","53","230","3","43","0","0","52","227","3","42","0","0","0","0","10","47","0","8","0","0","0","0","0","0","0","0","38185","81096","0","0","48214","5303","135","135","0","0","0","0","0","0"
"INKA003627_KBAN_I_C_I2C1 - INKA007862_KBAN_I_C_I2C1","INKA003627_KBAN_I_C_I2C1","INKA003627","2402:8100:4000:0:0:f:1f00:fc6","Slot 2 / Port 2","INKA007862_KBAN_I_C_I2C1","INKA007862","2402:8100:4000:0:0:f:1f00:fc2","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","15159","14739","15117","14697","15341","14921","Disable","1","1","20","20","6","6","-35","-32","6","6","6","6","-35","-31","-38","-34","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","9","0","0","0","0","0","86399","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","200.96","213.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","86399","86399","111","118","0","0","0","0","0","0"
"INKA000631_KBAN_I_C_I2C1 - INKA000742_KBAN_I_C_I2C2","INKA000631_KBAN_I_C_I2C1","INKA000631","2402:8100:4000:0:0:f:1f00:2403","Slot 2 / Port 1","INKA000742_KBAN_I_C_I2C2","INKA000742","2402:8100:4000:0:0:f:1f00:2402","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","15327","14907","15117","14697","15341","14921","Disable","1","1","18","18","8","8","-32","-34","8","8","8","8","-31","-33","-38","-40","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86399","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","29","111","1","11","0","0","28","109","0","11","0","0","0","0","6","22","0","1","0","0","0","0","0","0","0","0","3853","60441","0","0","82546","25958","135","135","0","0","0","0","0","0"
"INKL301016_VRKL_I_C_I2C1 - INKL085382_VRKL_I_C_I2C2","INKL301016_VRKL_I_C_I2C1","INKL301016","2402:8100:4000:0:0:1:1f40:1643","Slot 2 / Port 1","INKL085382_VRKL_I_C_I2C2","INKL085382","2402:8100:4000:0:0:1:1f40:1642","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14935","14515","14921","14501","15145","14725","Disable","1","1","18","18","13","13","-35","-34","13","13","13","13","-35","-34","-39","-38","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86399","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","54","300","11","81","0","0","53","295","10","80","0","0","0","0","11","61","1","15","0","0","0","0","0","0","0","0","68187","82903","0","0","18212","3496","135","135","0","0","0","0","0","0"
"INKA007268_KBAN_I_C_I2C1 - INKA006764_KBAN_I_C_I2C3","INKA007268_KBAN_I_C_I2C1","INKA007268","2402:8100:4000:0:0:f:1f00:c2b","Slot 2 / Port 2","INKA006764_KBAN_I_C_I2C3","INKA006764","2402:8100:4000:0:0:f:1f00:c2a","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14907","15327","14697","15117","14921","15341","Disable","1","1","18","18","12","12","-31","-31","12","12","12","12","-30","-30","-33","-33","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86400","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","43","150","2","23","0","0","42","148","1","23","0","0","0","0","8","30","0","4","0","0","0","0","0","0","0","0","12040","75291","0","0","74360","11108","135","135","0","0","0","0","0","0"
"INKA203931_KBAN_I_C_I2C1 - IDKA104099_KBAN_I_C_I2C2","INKA203931_KBAN_I_C_I2C1","INKA203931","2402:8100:4000:0:0:f:1f00:ba8","Slot 2 / Port 1","IDKA104099_KBAN_I_C_I2C2","IDKA104099","2402:8100:4000:0:0:f:1f00:ba7","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","21294","22526","21200","22400","21800","23020","Disable","1","1","16","16","2","2","-28","-28","2","2","2","2","-27","-27","-33","-33","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86399","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","44","120","1","23","0","0","43","119","1","22","0","0","0","0","9","24","0","3","0","0","0","0","0","0","0","0","12275","71258","0","0","74124","15141","135","135","0","0","0","0","0","0"
"INKA004269_KBAN_I_C_I2C2 - INKA000483_KBAN_I_C_I2C1","INKA004269_KBAN_I_C_I2C2","INKA004269","2402:8100:4000:0:0:f:1f00:2047","Slot 2 / Port 1","INKA000483_KBAN_I_C_I2C1","INKA000483","2402:8100:4000:0:0:f:1f00:2046","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","15327","14907","15117","14697","15341","14921","Disable","1","1","18","18","2","2","-33","-31","2","2","2","2","-32","-30","-39","-38","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86399","86400","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","206","60","23","2","0","0","203","59","22","2","0","0","0","0","42","12","4","0","0","0","0","0","0","0","0","0","74725","26994","0","0","11674","59406","135","135","0","0","0","0","0","0"
"INKL022256_NOOR_I_C_I2C1 - INKL033447_Char_I_C_I2C1","INKL022256_NOOR_I_C_I2C1","INKL022256","2402:8100:4000:0:0:1:1f40:f03","Slot 2 / Port 2","INKL033447_Char_I_C_I2C1","INKL033447","2402:8100:4000:0:0:1:1f40:f02","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14515","14935","14501","14921","14725","15145","Disable","1","1","18","18","15","15","-32","-32","15","15","15","15","-32","-32","-34","-34","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86399","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","45","266","9","73","0","0","43","262","8","72","0","0","0","0","9","54","1","14","0","0","0","0","0","0","0","0","66995","82727","0","0","19404","3672","135","135","0","0","0","0","0","0"
"INKA007056_KBAN_I_C_I2C1 - INKA204584_KBAN_I_C_I2C1","INKA007056_KBAN_I_C_I2C1","INKA007056","2402:8100:4000:0:0:f:1f00:2143","Slot 2 / Port 1","INKA204584_KBAN_I_C_I2C1","INKA204584","2402:8100:4000:0:0:f:1f00:2142","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","21294","22526","21200","22400","21800","23020","Disable","1","1","16","16","2","2","-29","-28","2","2","2","2","-29","-27","-31","-29","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86399","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","109","35","5","0","0","0","107","34","5","0","0","0","0","0","22","7","0","0","0","0","0","0","0","0","0","0","35658","873","0","0","50741","85526","135","135","0","0","0","0","0","0"
"INKL207006_TRIP_I_C_I2C2 - INKL048074_Trip_I_C_I2C1","INKL207006_TRIP_I_C_I2C2","INKL013635","2402:8100:4000:0:0:1:1f40:1d03","Slot 2 / Port 2","INKL048074_Trip_I_C_I2C1","INKL048074","2402:8100:4000:0:0:1:1f40:1d02","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14879","15299","14697","15117","14921","15341","Disable","1","1","18","18","16","16","-32","-30","16","16","16","16","-31","-29","-34","-31","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86399","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","326","47","77","9","0","0","321","45","75","8","0","0","0","0","66","9","14","1","0","0","0","0","0","0","0","0","84117","65536","0","0","2282","20863","135","135","0","0","0","0","0","0"
"INKL020069_MUKK_I_C_I2C1 - INKL204146_MUKK_I_C_I2C1","INKL020069_MUKK_I_C_I2C1","INKL020069","2402:8100:4000:0:0:1:1f40:15","Slot 2 / Port 1","INKL204146_MUKK_I_C_I2C1","INKL204146","2402:8100:4000:0:0:1:1f40:14","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","22470","21238","22400","21200","23020","21800","Disable","1","1","16","16","16","16","-32","-32","16","16","16","16","-31","-31","-32","-33","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86399","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","97","493","27","251","0","0","93","484","25","246","0","8","0","0","19","100","4","50","0","0","0","0","0","0","0","0","80928","86340","0","0","5471","59","135","135","0","0","0","0","0","0"
"INKL300494_SHOR_I_C_I2C1 - INKL099331_CHEL_I_C_I2C1","INKL300494_SHOR_I_C_I2C1","INKL300494","2402:8100:4000:0:0:1:1f40:1841","Slot 2 / Port 1","INKL099331_CHEL_I_C_I2C1","INKL099331","2402:8100:4000:0:0:1:1f40:1840","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14529","14949","14501","14921","14725","15145","Disable","1","1","18","18","11","11","-32","-32","11","11","11","11","-31","-31","-32","-32","mdN_A5656X_121_1502","mdN_A5656X_121_1502","Adaptive","N/A","10","0","0","0","0","0","86399","86400","0","0","0","0","489.311","489.311","672.601","672.601","672.601","489.31","489.31","73","465","21","165","0","0","69","458","19","161","0","0","0","0","7","46","1","15","0","0","0","0","0","0","0","0","69027","84938","0","0","17372","1462","271","271","0","0","0","0","0","0"
"IDKA100282_KBAN_I_C_I2C1 - INKA001129_KBAN_I_C_I2C1","IDKA100282_KBAN_I_C_I2C1","IDKA100282","2402:8100:4000:0:0:f:1f00:2285","Slot 2 / Port 2","INKA001129_KBAN_I_C_I2C1","INKA001129","2402:8100:4000:0:0:f:1f00:2284","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14767","15187","14697","15117","14921","15341","Disable","1","1","18","18","2","2","-26","-26","2","2","2","0","-26","0","-31","-31","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","69299","68400","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","64","254","9","59","0","0","57","259","6","66","0","0","0","0","12","53","0","13","0","0","0","0","0","0","0","0","56275","75157","0","0","13924","11242","135","135","0","0","0","0","0","0"
"INKA002517_KBAN_I_C_I2C1 - INKA000879_KBAN_I_C_I2C2","INKA002517_KBAN_I_C_I2C1","INKA002517","2402:8100:4000:0:0:f:1f00:5c7","Slot 2 / Port 1","INKA000879_KBAN_I_C_I2C2","INKA000879","2402:8100:4000:0:0:f:1f00:5c6","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","22526","21294","22400","21200","23020","21800","Disable","1","1","16","16","2","2","-26","-26","2","2","2","2","-26","-26","-29","-28","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86399","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","86399","86399","135","135","0","0","0","0","0","0"
"INKL301557_MELA_I_C_I2C1 - INKL225365_WAND_I_C_I2C1","INKL301557_MELA_I_C_I2C1","INKL301557","2402:8100:4000:0:0:1:1f40:2031","Slot 2 / Port 1","INKL225365_WAND_I_C_I2C1","INKL225365","2402:8100:4000:0:0:1:1f40:2030","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14907","15327","14697","15117","14921","15341","Disable","1","1","20","20","14","14","-32","-31","14","14","14","14","-32","-30","-33","-32","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","9","0","0","0","0","0","86399","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","226.72","226.72","121","253","7","77","0","0","119","248","7","76","0","0","0","0","26","55","1","16","0","0","0","0","0","0","0","0","66315","82817","0","0","20084","3582","125","125","0","0","0","0","0","0"
"INKA204691_KBAN_I_C_I2C1 - INKA001245_KBAN_I_C_I2C2","INKA204691_KBAN_I_C_I2C1","INKA204691","2402:8100:4000:0:0:f:1f00:b85","Slot 2 / Port 1","INKA001245_KBAN_I_C_I2C2","INKA001245","2402:8100:4000:0:0:f:1f00:b84","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","15159","14739","15117","14697","15341","14921","Disable","1","1","18","18","12","12","-33","-34","12","12","12","12","-33","-33","-35","-35","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86400","86400","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","65","163","1","26","0","0","64","161","1","25","0","0","0","0","13","33","0","4","0","0","0","0","0","0","0","0","9243","76378","0","0","77157","10022","135","135","0","0","0","0","0","0"
"IDKL101682_PUNA_I_C_I2C1 - IDKL103691_PUNA_I_C_I2C1","IDKL101682_PUNA_I_C_I2C1","IDKL101682","2402:8100:4000:0:0:1:1f40:1596","Slot 2 / Port 2","IDKL103691_PUNA_I_C_I2C1","IDKL103691","2402:8100:4000:0:0:1:1f40:1595","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14907","15327","14711","15131","14907","15327","Disable","1","1","18","18","17","17","-32","-32","17","17","17","17","-31","-32","-35","-35","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86399","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","65","424","10","94","0","0","62","417","9","92","0","0","0","0","12","86","1","18","100","100","0","0","0","0","0","0","68841","85035","0","0","17558","1364","135","135","0","0","0","0","0","0"
"INKL088798_EDAR_I_C_I2C1 - INKL037777_EDAR_I_C_I2C2","INKL088798_EDAR_I_C_I2C1","INKL088798","2402:8100:4000:0:0:1:1f40:913","Slot 2 / Port 2","INKL037777_EDAR_I_C_I2C2","INKL037777","2402:8100:4000:0:0:1:1f40:912","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","15313","14893","15117","14697","15341","14921","Disable","1","1","20","20","16","16","-30","-31","16","16","16","16","-29","-30","-31","-32","mdN_A5656X_121_1502","mdN_A5656X_121_1502","Adaptive","N/A","9","0","0","0","0","0","86400","86399","0","0","0","0","489.311","489.311","672.601","672.601","672.601","464.85","464.85","62","390","12","126","0","0","59","383","11","123","0","0","0","0","6","41","0","12","0","0","0","0","0","0","0","0","61201","84049","0","0","25199","2350","258","258","0","0","0","0","0","0"
"INKL047865_VRKL_I_C_I2C1 - INKL058588_VRKL_I_C_I2C1","INKL047865_VRKL_I_C_I2C1","INKL047865","2402:8100:4000:0:0:1:1f40:1571","Slot 2 / Port 2","INKL058588_VRKL_I_C_I2C1","INKL058588","2402:8100:4000:0:0:1:1f40:1570","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14963","14543","14921","14501","15145","14725","Disable","1","1","18","18","16","16","-31","-30","16","16","16","16","-30","-30","-34","-33","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86400","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","58","220","9","67","0","0","56","216","8","66","0","0","0","0","11","44","1","12","0","0","0","0","0","0","0","0","67714","83730","0","0","18686","2669","135","135","0","0","0","0","0","0"
